Attrition_Flag,Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
True,0,2,3,3,2,1,26101.0,614,0.397,1472,0.412,0.024,0,1,0,0,1,0,0,0
True,0,2,3,6,3,4,14270.0,0,0.398,1222,0.423,0.0,0,1,0,0,1,0,0,0
True,0,1,99,5,3,5,25618.0,1209,1.228,2157,1.882,0.047,0,1,0,0,1,0,0,0
True,1,3,0,5,1,2,3230.0,2517,0.677,1914,0.348,0.779,0,1,0,0,1,0,0,0
True,1,2,0,3,3,3,8881.0,1865,1.279,2632,1.077,0.21,0,1,0,0,1,0,0,0
True,1,0,99,3,3,5,11037.0,1491,0.651,2429,0.75,0.135,0,0,1,0,1,0,0,0
True,1,0,99,6,2,5,16763.0,0,0.88,3626,0.683,0.0,0,1,0,0,1,0,0,0
True,0,0,1,6,2,2,2621.0,1461,0.775,2718,0.775,0.557,1,0,0,0,1,0,0,0
True,0,99,3,3,3,5,4939.0,1190,0.557,3764,0.524,0.241,0,0,1,0,1,0,0,0
True,1,2,0,5,3,4,4419.0,1218,0.879,4535,0.562,0.276,0,0,1,0,1,0,0,0
True,1,1,0,5,1,4,9235.0,1796,0.958,1739,0.448,0.194,1,0,0,0,1,0,0,0
True,1,1,0,6,1,3,3055.0,1685,0.541,1405,0.481,0.552,0,1,0,0,1,0,0,0
True,0,3,3,6,2,3,19412.0,770,0.755,1576,0.952,0.04,1,0,0,0,1,0,0,0
True,0,99,3,6,1,3,12786.0,1880,0.702,1205,0.462,0.147,0,1,0,0,1,0,0,0
True,0,3,2,4,2,3,4666.0,1275,0.397,1281,0.75,0.273,0,1,0,0,1,0,0,0
True,1,2,0,4,3,3,4894.0,1505,0.78,3277,0.558,0.308,0,0,1,0,1,0,0,0
True,0,1,4,4,2,3,27389.0,1250,0.641,2754,0.463,0.046,0,0,1,0,1,0,0,0
True,1,4,0,6,3,2,2132.0,797,0.779,3265,0.574,0.374,0,0,1,0,1,0,0,0
True,0,1,3,5,3,2,6590.0,0,0.714,2449,0.634,0.0,0,0,1,0,1,0,0,0
True,1,3,0,6,1,3,3176.0,1470,0.388,1634,0.472,0.463,0,1,0,0,1,0,0,0
True,0,3,2,4,1,3,4288.0,2349,0.718,2591,0.541,0.548,0,0,1,0,1,0,0,0
True,1,0,99,5,3,5,20130.0,2355,0.716,2444,0.633,0.117,0,0,1,0,1,0,0,0
True,0,5,0,3,3,2,5945.0,1685,0.9,3598,0.718,0.283,0,0,1,0,1,0,0,0
True,0,3,1,3,1,4,3350.0,0,1.316,2849,0.694,0.0,0,1,0,0,1,0,0,0
True,0,1,2,4,3,2,4008.0,1841,1.504,2794,1.148,0.459,0,1,0,0,1,0,0,0
True,1,3,0,3,3,2,5780.0,938,0.988,2960,0.757,0.162,0,0,1,0,1,0,0,0
True,1,1,1,4,1,2,2497.0,1674,0.701,2922,0.963,0.67,0,0,0,1,1,0,0,0
True,1,1,99,3,3,4,10286.0,2286,0.671,2564,0.462,0.222,0,0,1,0,1,0,0,0
True,0,99,2,3,1,3,2347.0,2163,0.615,1631,0.29,0.922,0,1,0,0,1,0,0,0
True,1,0,99,4,1,2,23125.0,1236,0.995,2536,0.865,0.053,0,0,1,0,1,0,0,0
True,1,99,0,6,2,2,3034.0,2517,0.63,1617,1.417,0.83,0,1,0,0,1,0,0,0
True,0,2,3,3,4,3,7081.0,1874,0.699,2249,1.35,0.265,0,0,1,0,1,0,0,0
True,0,3,1,5,1,3,6824.0,1873,0.563,1933,0.655,0.274,0,1,0,0,1,0,0,0
True,1,5,0,4,3,4,1438.3,772,1.451,2250,0.905,0.537,0,1,0,0,1,0,0,0
True,0,3,0,3,2,2,2683.0,1738,0.745,2274,0.733,0.648,0,1,0,0,1,0,0,0
True,0,3,2,5,2,1,12280.0,985,0.841,4263,1.0,0.08,0,0,1,0,1,0,0,0
True,0,3,2,3,2,2,14607.0,1480,0.346,1393,0.462,0.101,0,1,0,0,1,0,0,0
True,1,5,0,4,3,3,2267.0,1469,0.716,3709,0.684,0.648,0,0,1,0,1,0,0,0
True,1,99,0,6,2,4,2556.0,2260,0.487,1401,0.579,0.884,0,1,0,0,1,0,0,0
True,1,0,99,4,1,2,12512.0,666,0.914,2995,0.875,0.053,1,0,0,0,1,0,0,0
True,0,3,3,3,2,2,11332.0,946,0.857,3806,0.667,0.083,0,1,0,0,1,0,0,0
True,1,1,0,3,3,4,3073.0,526,0.702,1944,0.618,0.171,0,1,0,0,1,0,0,0
True,0,2,4,6,3,3,34516.0,2315,0.599,1805,0.704,0.067,0,1,0,0,0,0,0,1
True,0,3,2,6,3,3,5323.0,2301,0.68,1783,0.65,0.432,0,1,0,0,1,0,0,0
True,0,3,3,3,1,0,9078.0,1501,0.51,1543,0.545,0.165,0,1,0,0,1,0,0,0
True,0,1,4,4,1,3,27029.0,1347,0.381,1302,0.421,0.05,0,1,0,0,1,0,0,0
True,0,1,2,5,1,4,9859.0,1305,0.722,4345,0.674,0.132,0,0,1,0,1,0,0,0
False,0,2,3,1,4,3,4026.0,243,0.738,1102,0.8,0.06,0,0,1,0,1,0,0,0
True,0,1,1,3,2,3,2608.0,1799,0.732,2565,0.636,0.69,0,0,1,0,1,0,0,0
True,1,99,0,4,1,4,3552.0,2517,0.465,1342,1.0,0.709,0,1,0,0,1,0,0,0
True,1,3,0,6,2,2,4613.0,1619,0.697,2328,0.722,0.351,0,0,1,0,1,0,0,0
True,0,2,3,5,2,4,10386.0,1909,1.43,2119,1.08,0.184,0,1,0,0,1,0,0,0
True,1,5,99,4,1,2,34516.0,1298,0.757,1906,0.773,0.038,0,0,0,1,0,0,0,1
True,0,2,1,5,2,3,2657.0,1611,0.599,2349,0.464,0.606,0,0,1,0,1,0,0,0
True,1,3,0,4,2,3,5031.0,1327,0.553,1433,0.889,0.264,0,1,0,0,1,0,0,0
False,0,0,4,5,2,4,34516.0,787,0.763,1312,0.6,0.023,0,1,0,0,1,0,0,0
True,1,99,1,6,2,4,1612.0,835,0.588,2148,0.379,0.518,0,0,1,0,1,0,0,0
True,1,3,0,6,2,2,2423.0,1773,0.574,2038,0.362,0.732,0,0,1,0,1,0,0,0
False,0,3,3,6,3,5,7140.0,0,0.401,916,0.2,0.0,0,1,0,0,1,0,0,0
True,1,5,1,3,3,2,3377.0,948,0.461,1407,0.467,0.281,0,1,0,0,1,0,0,0
False,0,0,3,1,3,4,34516.0,2408,0.796,1187,0.6,0.07,1,0,0,0,1,0,0,0
True,1,3,0,4,3,2,2295.0,0,0.699,3292,0.824,0.0,0,0,1,0,1,0,0,0
True,0,1,1,3,3,2,3150.0,1543,0.998,3432,0.972,0.49,0,0,1,0,1,0,0,0
True,0,1,1,3,2,5,2165.0,1135,0.707,1541,0.833,0.524,0,1,0,0,1,0,0,0
True,0,3,2,3,2,4,4249.0,1562,0.773,1881,0.815,0.368,0,0,0,1,1,0,0,0
True,0,99,2,6,1,3,2966.0,1433,0.49,1986,0.613,0.483,1,0,0,0,1,0,0,0
True,0,3,4,6,3,2,1612.0,744,0.636,1564,0.5,0.462,0,1,0,0,1,0,0,0
True,0,3,2,3,1,3,14593.0,1504,0.668,3447,0.895,0.103,0,1,0,0,1,0,0,0
True,0,0,1,6,3,2,8327.0,1551,0.463,4428,0.822,0.186,0,0,1,0,1,0,0,0
True,0,4,2,6,1,2,34516.0,1580,0.707,4149,0.755,0.046,0,1,0,0,0,1,0,0
True,0,0,2,6,1,2,6479.0,1393,0.468,1618,0.958,0.215,0,1,0,0,1,0,0,0
True,0,1,4,4,1,3,18442.0,1470,0.491,1281,0.8,0.08,0,1,0,0,1,0,0,0
True,1,2,1,5,3,2,2800.0,2517,0.816,1994,0.64,0.899,0,1,0,0,1,0,0,0
True,1,1,0,6,2,3,3032.0,2215,0.408,1387,0.579,0.731,0,1,0,0,1,0,0,0
True,1,0,1,6,3,3,2151.0,1338,0.926,3446,1.0,0.622,0,1,0,0,1,0,0,0
True,1,99,99,6,3,2,24073.0,1084,0.847,1341,1.176,0.045,0,1,0,0,1,0,0,0
False,0,3,3,4,2,3,25517.0,321,0.769,2508,0.294,0.013,0,1,0,0,1,0,0,0
True,0,3,2,3,1,2,7709.0,2227,1.295,2520,0.848,0.289,0,1,0,0,1,0,0,0
True,0,2,1,3,3,1,4065.0,2180,0.321,1271,0.2,0.536,0,1,0,0,1,0,0,0
True,1,3,99,3,2,4,13169.0,1499,0.603,4370,0.537,0.114,1,0,0,0,1,0,0,0
True,0,2,3,3,2,2,11811.0,2508,0.476,1469,0.812,0.212,0,1,0,0,1,0,0,0
True,1,2,0,3,6,1,7440.0,704,0.551,2251,0.537,0.095,0,0,1,0,1,0,0,0
True,0,1,1,5,1,2,12714.0,976,0.649,2240,0.395,0.077,0,0,1,0,1,0,0,0
True,1,3,1,5,1,3,3735.0,1978,0.675,1749,0.577,0.53,0,0,1,0,1,0,0,0
True,0,0,3,3,1,4,25882.0,1699,0.428,1736,0.371,0.066,0,1,0,0,1,0,0,0
True,0,2,1,4,3,1,3877.0,1495,0.783,1942,0.75,0.386,0,1,0,0,1,0,0,0
True,1,3,99,4,3,0,3280.0,1806,0.963,2534,0.95,0.551,0,0,1,0,1,0,0,0
True,0,3,4,5,1,3,11023.0,0,0.539,1656,0.367,0.0,0,1,0,0,1,0,0,0
True,1,3,0,4,2,2,6182.0,1131,0.566,3546,0.615,0.183,0,0,0,1,1,0,0,0
True,0,0,1,3,3,4,2186.0,1185,0.998,2614,0.861,0.542,0,0,1,0,1,0,0,0
True,0,0,3,3,1,0,17996.0,864,0.597,1589,0.667,0.048,0,0,1,0,1,0,0,0
True,1,1,0,6,2,3,2306.0,2200,0.697,2097,0.541,0.954,0,1,0,0,1,0,0,0
True,0,1,2,4,3,4,26556.0,1583,0.694,3168,0.738,0.06,0,0,1,0,0,0,0,1
True,1,2,0,3,3,2,5779.0,2517,1.201,2102,1.133,0.436,0,1,0,0,1,0,0,0
True,1,0,0,6,1,2,5494.0,2078,0.79,2661,0.871,0.378,0,0,1,0,1,0,0,0
True,0,4,4,6,1,0,7571.0,2264,0.696,2273,0.485,0.299,0,1,0,0,1,0,0,0
True,0,1,0,4,3,1,2897.0,1398,0.907,2698,0.872,0.483,0,0,1,0,1,0,0,0
True,1,0,1,3,2,4,3131.0,2379,0.748,2315,0.853,0.76,0,0,1,0,1,0,0,0
True,1,2,0,3,3,2,4274.0,2517,0.666,2257,0.8,0.589,1,0,0,0,1,0,0,0
True,0,5,2,4,6,4,4980.0,906,0.721,2273,0.886,0.182,0,1,0,0,1,0,0,0
True,1,4,0,3,3,3,3156.0,2155,0.438,1376,0.571,0.683,0,1,0,0,1,0,0,0
True,1,3,0,5,1,0,6861.0,2101,0.464,3974,0.909,0.306,0,1,0,0,1,0,0,0
True,0,3,3,3,3,2,15554.0,2497,1.027,2836,0.605,0.161,0,1,0,0,1,0,0,0
True,0,1,3,3,2,4,26570.0,1915,1.454,2118,1.062,0.072,0,1,0,0,1,0,0,0
True,0,99,2,3,2,4,22224.0,979,1.255,3346,1.156,0.044,0,1,0,0,1,0,0,0
True,0,99,3,6,2,4,10606.0,1713,0.899,2694,0.906,0.162,0,0,1,0,1,0,0,0
True,1,1,1,4,3,4,5865.0,2517,1.348,2623,1.35,0.429,0,1,0,0,1,0,0,0
True,1,3,1,5,2,3,5369.0,1854,0.959,1898,0.786,0.345,0,0,0,1,1,0,0,0
True,0,0,4,5,1,5,5188.0,753,0.591,1540,0.429,0.145,0,1,0,0,1,0,0,0
True,0,3,3,4,2,4,17742.0,1463,0.803,3369,0.774,0.082,0,0,1,0,1,0,0,0
True,0,3,1,5,1,5,2591.0,0,0.601,2123,0.697,0.0,0,1,0,0,1,0,0,0
True,1,3,0,6,2,3,2800.0,1834,0.615,1571,0.636,0.655,0,1,0,0,1,0,0,0
True,0,1,3,3,2,2,6543.0,2260,0.448,1519,0.632,0.345,0,1,0,0,1,0,0,0
True,1,5,99,6,3,4,26053.0,829,0.669,2768,0.628,0.032,0,0,1,0,1,0,0,0
True,1,2,1,6,3,5,6316.0,1344,0.823,2401,0.732,0.213,0,0,1,0,1,0,0,0
True,1,3,0,3,2,4,4658.0,588,0.856,1351,1.5,0.126,0,1,0,0,1,0,0,0
True,0,3,2,3,3,3,6476.0,0,0.551,2723,0.65,0.0,1,0,0,0,1,0,0,0
True,1,1,0,6,2,5,8087.0,1263,0.615,2429,0.643,0.156,0,0,1,0,1,0,0,0
True,0,3,2,3,1,2,9033.0,845,0.663,1661,0.4,0.094,0,1,0,0,1,0,0,0
True,1,1,0,6,3,4,3206.0,0,1.065,3253,0.532,0.0,0,0,1,0,1,0,0,0
True,0,3,3,4,3,3,28751.0,2158,0.536,1502,0.789,0.075,0,1,0,0,1,0,0,0
True,0,1,3,3,3,3,2938.0,1995,0.514,1352,0.429,0.679,0,1,0,0,1,0,0,0
True,0,0,0,5,2,2,5715.0,1741,0.816,2324,1.03,0.305,0,0,1,0,1,0,0,0
True,1,0,0,3,2,1,2111.0,1209,0.594,2803,0.605,0.573,1,0,0,0,1,0,0,0
True,0,4,1,3,2,5,11862.0,2282,0.837,2576,0.85,0.192,0,0,1,0,1,0,0,0
True,1,99,0,3,3,2,2791.0,2160,0.825,2214,0.6,0.774,0,0,1,0,1,0,0,0
True,1,3,0,3,2,4,6551.0,1440,0.629,2429,0.453,0.22,0,0,1,0,1,0,0,0
True,0,4,1,5,3,5,4533.0,1977,0.664,2679,0.605,0.436,0,0,1,0,1,0,0,0
True,1,3,1,5,3,0,1854.0,1528,0.444,1307,0.393,0.824,0,1,0,0,1,0,0,0
True,0,0,3,6,1,3,6704.0,1354,0.411,1331,0.364,0.202,0,1,0,0,1,0,0,0
True,0,3,3,5,3,3,34516.0,1494,1.229,3259,0.585,0.043,0,0,1,0,0,0,0,1
True,0,2,4,6,3,2,5489.0,1513,0.87,4085,0.548,0.276,0,0,1,0,1,0,0,0
True,0,0,1,3,1,1,10619.0,607,0.883,4074,0.477,0.057,0,1,0,0,1,0,0,0
True,1,3,0,5,3,3,2481.0,1287,0.465,1825,0.821,0.519,0,1,0,0,1,0,0,0
True,0,0,2,4,4,1,5100.0,1970,0.371,1032,0.368,0.386,0,1,0,0,1,0,0,0
True,0,5,1,5,4,3,5905.0,726,0.85,3982,0.857,0.123,0,0,1,0,1,0,0,0
True,1,99,99,3,3,2,9293.0,0,0.897,2314,1.034,0.0,0,0,1,0,1,0,0,0
True,0,3,2,5,3,3,5240.0,1451,1.198,2172,0.81,0.277,0,1,0,0,1,0,0,0
True,0,1,4,6,2,5,4182.0,741,0.885,1297,1.182,0.177,0,1,0,0,1,0,0,0
True,1,2,0,6,2,2,9857.0,0,0.699,3448,0.635,0.0,1,0,0,0,1,0,0,0
True,0,0,3,3,1,4,20117.0,1226,1.4,2906,1.0,0.061,0,1,0,0,1,0,0,0
True,0,1,0,3,2,3,6012.0,0,0.968,2801,0.674,0.0,1,0,0,0,1,0,0,0
True,0,3,2,4,2,4,6369.0,0,1.454,2675,1.136,0.0,0,1,0,0,1,0,0,0
True,0,0,3,4,2,5,13005.0,2152,1.424,3023,0.767,0.165,0,0,1,0,1,0,0,0
False,1,3,99,3,2,3,1575.0,592,0.236,644,0.154,0.376,0,1,0,0,1,0,0,0
True,1,4,0,5,3,3,6679.0,1207,0.538,1649,0.381,0.181,0,1,0,0,1,0,0,0
True,1,3,0,6,3,5,6458.0,1802,0.923,2315,0.581,0.279,0,1,0,0,1,0,0,0
True,0,99,2,3,2,4,20803.0,1446,0.736,2073,0.654,0.07,0,0,1,0,1,0,0,0
True,0,99,1,3,2,4,5540.0,1240,0.843,1524,0.824,0.224,0,1,0,0,1,0,0,0
True,0,3,3,4,3,4,2801.0,2403,0.884,1526,1.0,0.858,0,1,0,0,1,0,0,0
True,0,0,0,4,3,5,2419.0,2380,0.695,4099,0.659,0.984,0,0,1,0,1,0,0,0
True,0,1,1,6,3,3,5156.0,1427,0.48,2057,0.421,0.277,0,0,1,0,1,0,0,0
True,1,1,99,6,4,4,14228.0,1953,0.651,1970,0.645,0.137,0,1,0,0,1,0,0,0
True,0,1,3,3,3,4,10257.0,1021,0.467,1508,0.429,0.1,0,1,0,0,1,0,0,0
False,0,1,1,2,1,5,3032.0,0,0.949,1037,2.5,0.0,0,1,0,0,1,0,0,0
False,0,3,2,2,3,5,1438.3,312,0.657,1786,0.733,0.217,0,0,0,1,1,0,0,0
True,0,5,3,5,2,4,32096.0,0,0.766,2619,0.917,0.0,0,1,0,0,1,0,0,0
True,1,3,99,5,3,2,3014.0,794,0.5,1488,0.579,0.263,0,1,0,0,1,0,0,0
True,0,99,1,3,3,3,5762.0,1890,0.938,3814,0.66,0.328,0,0,1,0,1,0,0,0
True,1,4,0,5,1,3,2555.0,1701,1.492,3127,1.25,0.666,0,0,1,0,1,0,0,0
True,0,4,3,3,3,2,34516.0,1731,0.605,2421,0.575,0.05,0,0,1,0,0,0,0,1
True,0,1,0,4,3,2,2140.0,1361,0.46,1280,1.0,0.636,0,1,0,0,1,0,0,0
True,1,0,1,3,1,1,4760.0,0,0.564,1459,0.538,0.0,0,1,0,0,1,0,0,0
True,0,3,3,6,2,5,26372.0,1365,1.394,2291,1.0,0.052,0,0,1,0,1,0,0,0
True,1,3,0,5,2,2,8203.0,654,0.588,2910,0.909,0.08,0,1,0,0,1,0,0,0
True,1,5,1,5,2,3,2655.0,1527,0.715,1921,0.444,0.575,0,1,0,0,1,0,0,0
True,0,3,4,6,2,2,13655.0,1048,0.509,2383,0.595,0.077,0,0,1,0,1,0,0,0
True,0,2,3,6,1,5,12169.0,1935,0.435,1599,0.652,0.159,0,1,0,0,1,0,0,0
True,1,99,0,6,1,1,2956.0,1823,0.969,2144,0.812,0.617,0,0,1,0,1,0,0,0
True,0,5,2,6,2,3,2598.0,1645,0.765,2483,0.903,0.633,0,0,1,0,1,0,0,0
True,1,3,99,5,2,2,10566.0,726,0.893,2156,1.207,0.069,0,0,1,0,1,0,0,0
True,1,3,1,6,1,2,8232.0,2259,1.158,2849,1.31,0.274,0,0,1,0,1,0,0,0
True,0,3,2,5,2,1,26365.0,680,0.498,3411,0.789,0.026,0,0,0,1,0,0,0,1
True,1,0,0,5,3,0,4671.0,1933,0.986,2468,0.706,0.414,0,1,0,0,1,0,0,0
True,0,3,4,4,3,2,14869.0,0,1.624,2753,1.087,0.0,0,1,0,0,1,0,0,0
True,0,3,1,6,2,2,2300.0,1965,0.596,1693,0.688,0.854,0,1,0,0,1,0,0,0
True,0,99,3,6,1,4,2797.0,1802,0.675,3525,0.75,0.644,0,0,0,1,1,0,0,0
True,1,1,1,5,2,1,2657.0,2115,0.688,3580,0.711,0.796,0,0,1,0,1,0,0,0
True,0,0,3,6,1,3,9149.0,1806,0.35,1220,0.333,0.197,0,1,0,0,1,0,0,0
True,1,99,0,5,2,3,2629.0,1476,0.537,1725,0.414,0.561,0,1,0,0,1,0,0,0
True,0,3,1,6,3,3,3176.0,0,0.652,2298,0.457,0.0,1,0,0,0,1,0,0,0
True,0,3,3,6,1,0,21875.0,2517,0.409,1327,0.409,0.115,0,1,0,0,1,0,0,0
True,0,1,99,5,2,4,3007.0,1664,0.34,1475,0.632,0.553,0,1,0,0,1,0,0,0
True,0,2,2,4,2,4,17404.0,1745,0.54,4491,0.66,0.1,0,1,0,0,1,0,0,0
True,0,1,2,5,6,3,2863.0,2517,0.583,1458,0.696,0.879,0,1,0,0,1,0,0,0
True,0,3,2,5,1,2,34516.0,2429,0.742,3205,0.727,0.07,0,1,0,0,0,1,0,0
True,0,3,2,4,1,1,13919.0,1266,0.438,3699,0.523,0.091,0,0,1,0,1,0,0,0
False,0,3,3,4,4,3,18672.0,2517,0.799,1126,0.591,0.135,0,1,0,0,1,0,0,0
True,1,0,0,6,2,2,4204.0,499,0.635,4740,0.523,0.119,0,1,0,0,1,0,0,0
True,1,0,0,3,2,4,6859.0,2489,0.65,1617,1.0,0.363,0,1,0,0,1,0,0,0
True,0,1,3,6,3,3,16050.0,1480,1.326,3215,0.806,0.092,0,1,0,0,1,0,0,0
True,0,1,4,5,2,2,34516.0,1024,0.72,2436,0.651,0.03,0,1,0,0,1,0,0,0
True,0,0,99,3,3,3,16766.0,1535,1.042,3093,0.878,0.092,1,0,0,0,1,0,0,0
True,0,99,3,3,2,1,20895.0,1808,0.572,3210,0.667,0.087,0,0,1,0,1,0,0,0
True,1,1,1,6,3,3,7881.0,2517,0.738,3068,0.711,0.319,0,0,1,0,1,0,0,0
True,0,1,3,4,2,3,13427.0,0,0.521,1337,0.588,0.0,0,1,0,0,1,0,0,0
True,0,0,3,3,3,2,2281.0,1677,1.027,2735,1.071,0.735,1,0,0,0,1,0,0,0
True,0,0,3,6,2,4,10974.0,0,0.591,1327,1.0,0.0,0,1,0,0,1,0,0,0
False,0,99,2,1,3,4,8925.0,168,0.447,741,0.429,0.019,0,1,0,0,1,0,0,0
True,0,1,2,4,1,3,5265.0,0,0.524,3281,0.744,0.0,0,1,0,0,1,0,0,0
False,1,1,99,6,4,3,17156.0,2517,0.717,1142,0.32,0.147,1,0,0,0,1,0,0,0
True,0,99,3,4,2,3,13457.0,1248,0.512,1548,0.519,0.093,0,1,0,0,1,0,0,0
True,0,99,2,3,2,4,2742.0,2184,0.592,3829,0.532,0.796,0,1,0,0,1,0,0,0
True,0,99,2,3,2,3,3890.0,2286,0.633,1889,0.457,0.588,0,1,0,0,1,0,0,0
True,0,3,3,6,2,3,17198.0,0,0.803,4042,0.722,0.0,0,0,1,0,1,0,0,0
True,0,1,4,6,3,4,3401.0,1713,0.773,1924,0.317,0.504,0,1,0,0,1,0,0,0
True,0,99,2,6,1,2,18951.0,1243,1.148,2874,0.657,0.066,0,1,0,0,1,0,0,0
True,1,99,1,4,1,1,1454.0,888,1.19,3060,0.647,0.611,0,0,1,0,1,0,0,0
True,0,1,4,6,3,2,27499.0,1188,0.544,2202,0.394,0.043,0,1,0,0,1,0,0,0
True,0,3,4,3,3,2,32964.0,2231,1.731,3094,1.647,0.068,0,1,0,0,1,0,0,0
True,1,1,0,5,2,1,7411.0,633,0.762,2761,0.604,0.085,0,0,1,0,1,0,0,0
True,0,0,1,4,3,3,7200.0,0,0.894,3006,0.93,0.0,0,0,1,0,1,0,0,0
True,1,0,99,6,2,3,12007.0,956,0.832,2678,0.471,0.08,0,0,1,0,1,0,0,0
True,1,3,0,4,2,2,3147.0,1602,0.569,1558,0.643,0.509,0,1,0,0,1,0,0,0
True,0,3,3,6,2,5,5110.0,1942,0.749,3028,0.583,0.38,0,0,1,0,1,0,0,0
True,1,3,0,3,6,4,5438.0,2214,0.668,5029,0.562,0.407,0,1,0,0,1,0,0,0
True,0,0,3,6,1,1,17450.0,2193,0.419,1426,0.462,0.126,0,1,0,0,1,0,0,0
True,0,2,3,3,3,2,18352.0,1509,0.898,1454,1.071,0.082,0,1,0,0,1,0,0,0
True,0,0,4,3,1,2,5030.0,2326,0.856,3345,1.3,0.462,0,0,1,0,1,0,0,0
True,0,99,3,3,2,3,34516.0,802,0.899,1823,0.8,0.023,1,0,0,0,0,0,0,1
True,0,3,0,4,3,2,1585.0,1535,0.462,2299,0.485,0.968,0,0,1,0,1,0,0,0
True,0,1,4,5,3,3,3251.0,1919,0.56,1406,0.24,0.59,0,1,0,0,1,0,0,0
True,1,0,0,3,2,2,2858.0,1251,0.576,2844,0.622,0.438,0,0,1,0,1,0,0,0
True,0,99,3,6,1,0,34516.0,1847,0.527,3284,0.477,0.054,0,1,0,0,0,0,0,1
True,0,3,2,4,1,3,16443.0,1363,0.688,4252,0.684,0.083,0,0,1,0,1,0,0,0
True,1,0,0,3,2,3,3687.0,1655,0.742,2448,0.5,0.449,1,0,0,0,1,0,0,0
True,1,3,0,5,1,3,4840.0,2517,0.445,1637,1.0,0.52,0,1,0,0,1,0,0,0
True,0,99,4,6,3,2,15108.0,0,1.015,3738,0.744,0.0,0,0,1,0,1,0,0,0
True,0,2,2,6,3,2,1909.0,1753,0.788,1457,0.6,0.918,0,1,0,0,1,0,0,0
True,0,4,3,5,2,2,19063.0,1236,0.542,3393,0.871,0.065,0,0,1,0,1,0,0,0
True,0,1,3,4,2,4,15982.0,1691,0.808,1687,0.739,0.106,0,1,0,0,1,0,0,0
True,0,3,2,6,2,2,1438.3,0,0.66,1794,0.875,0.0,0,0,1,0,1,0,0,0
True,1,2,0,4,3,3,2549.0,2130,0.693,2605,0.794,0.836,1,0,0,0,1,0,0,0
True,0,3,2,6,2,4,5967.0,2350,0.543,1426,0.812,0.394,0,1,0,0,1,0,0,0
True,0,0,1,5,1,3,2182.0,1558,0.457,1660,0.789,0.714,0,1,0,0,1,0,0,0
True,1,3,0,5,2,3,2689.0,2101,0.416,1188,0.75,0.781,0,1,0,0,1,0,0,0
True,0,0,3,6,2,4,30622.0,0,1.329,3600,0.784,0.0,0,0,1,0,1,0,0,0
True,1,1,99,4,1,2,4203.0,1965,0.441,1425,0.778,0.468,0,1,0,0,1,0,0,0
True,1,99,0,6,1,3,6453.0,0,0.76,4822,0.609,0.0,0,0,1,0,1,0,0,0
True,1,1,0,3,1,2,3318.0,927,0.934,3011,0.804,0.279,0,0,1,0,1,0,0,0
True,0,99,2,5,3,3,22075.0,1506,0.794,2337,0.818,0.068,0,0,0,1,1,0,0,0
True,0,2,1,3,2,2,6746.0,1750,0.962,2962,0.862,0.259,0,1,0,0,1,0,0,0
True,0,3,3,5,2,2,4408.0,1463,0.728,2001,0.485,0.332,0,1,0,0,1,0,0,0
True,1,3,0,5,3,3,4838.0,1338,0.707,2641,0.595,0.277,0,0,1,0,1,0,0,0
True,0,3,3,5,1,4,34516.0,0,0.938,3568,0.676,0.0,0,0,1,0,0,0,0,1
True,0,99,1,4,1,4,3823.0,2130,0.371,2026,0.441,0.557,0,1,0,0,1,0,0,0
True,0,2,4,3,2,1,21670.0,2183,0.995,4121,0.761,0.101,0,0,0,1,1,0,0,0
True,0,3,2,6,3,2,7928.0,1228,0.632,1537,0.682,0.155,0,1,0,0,1,0,0,0
True,0,3,4,3,1,3,33996.0,949,0.846,3569,0.571,0.028,0,0,1,0,1,0,0,0
True,1,2,1,3,1,1,4365.0,0,0.598,3542,1.111,0.0,1,0,0,0,1,0,0,0
True,0,1,2,6,3,4,2248.0,0,0.735,4439,0.54,0.0,0,0,1,0,1,0,0,0
True,1,3,0,4,1,1,1901.0,1176,0.612,2450,0.857,0.619,0,0,1,0,1,0,0,0
True,0,2,3,3,1,4,34516.0,1433,0.728,1966,0.55,0.042,0,0,1,0,0,0,0,1
True,0,3,4,6,2,4,31680.0,1812,0.483,1121,0.562,0.057,0,1,0,0,1,0,0,0
True,1,3,0,3,2,3,1872.0,1167,0.517,2238,0.607,0.623,0,1,0,0,1,0,0,0
True,1,0,0,3,2,2,2055.0,0,1.064,3656,0.75,0.0,0,0,0,1,1,0,0,0
True,0,2,1,5,1,2,10991.0,1328,1.027,3692,0.714,0.121,1,0,0,0,1,0,0,0
True,0,0,0,6,1,2,3939.0,2517,0.376,1489,0.545,0.639,0,1,0,0,1,0,0,0
True,1,4,1,5,1,4,2127.0,1995,0.374,1363,0.37,0.938,0,1,0,0,1,0,0,0
True,0,0,3,3,3,2,34010.0,1340,0.744,1739,0.5,0.039,0,0,1,0,1,0,0,0
True,1,99,99,4,2,1,6971.0,1506,0.57,3575,0.675,0.216,0,1,0,0,1,0,0,0
